Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Itching,Skin,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Itching,"Skin, Severe",0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Phlegm,Colour change,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Phlegm,Increased volume,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Blisters,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Blotches,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Itching,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,"Itching, Severe",0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Pale,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Peeling,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Rash,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Skin,Yellowish,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Stool,Back,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Stool,Blood,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Stool,Diarrhoea,1,4,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Stool,Light coloured,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Urine,Blood,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Urine,Dark coloured,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Problems with Urine,Pain,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Redness,Face,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Redness,Mouth,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Redness,Neck,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Redness,Skin,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Sores,Ear,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Sores,"Mouth, Redness",0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Sores,"Mouth, Swelling",0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Sores,"Mouth, Ulcers",0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Sores,Sinus,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Sores,"Throat, Severe",0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,Abdomen,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,All over body,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,Eyelids,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,Facial Features,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,General,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,"General, Severe",0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,Lips,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,Mouth,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Swelling,Tongue,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Ulcers,Mouth,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Chills,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,"Confusion, Mild",1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,"Confusion, Severe",0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Depression,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Disorientation,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Dizziness,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Faint,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Fatigue,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,"Fatigue, Unable to carry-on self-care",0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Headache,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,"Headache, Severe",0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Hoarseness,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Hungry,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Lightheaded,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Not hungry,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Poor appetite,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Shakiness,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Sweatiness,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Unwell,Tiredness,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Weakness,General,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Weakness,Muscle,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Yellowed,Eyes,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Gazyva,Yellowed,Skin,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Aches and Pain,Chest,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Aches and Pain,Head,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Aches and Pain,Heart,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Aches and Pain,Urination,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Breathing Problems,Shortness of breath,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Breathing Problems,"Shortness of breath, Severe",0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Bleeding,Urine,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Cough,General,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Cough,Severe,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Difficulty,Breathing in,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Difficulty,"Breathing in, Severe",0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Fever,37 degrees Celsius,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Fever,38 degrees Celsius or higher,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Flu,Runny nose,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Flu,Sore throat,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Flu,Stuffy nose,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Gastrointestinal Problems,Vomiting,0,4,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Heart Problems,Irregular beating,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Heart Problems,Pain,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Infection,General,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Infection,Sinus,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Nausea,Interferes with eating,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Nausea,Mild,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Nausea,Unrelieved with medication,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Problems with Skin,Rash,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Problems with Urine,Blood,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Problems with Urine,Pain,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Redness,General,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Sores,Joint,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Sores,Throat,0,1,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Swelling,Lips,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Swelling,Throat,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Unwell,Chills with high fever,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Unwell,Chills with low fever,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Unwell,Confusion,0,0,1
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Unwell,Headache,1,0,0
Blood,"Leukemia, Chronic Lymphocytic",Rituximab,Weakness,General,1,0,0
Blood,Lymphoma,Gazyva,Abnormalities,Wounds will not heal,0,1,0
Blood,Lymphoma,Gazyva,Aches and Pain,Abdomen,0,1,0
Blood,Lymphoma,Gazyva,Aches and Pain,Chest,1,0,0
Blood,Lymphoma,Gazyva,Aches and Pain,Chest tightness,0,0,1
Blood,Lymphoma,Gazyva,Aches and Pain,Head,1,0,0
Blood,Lymphoma,Gazyva,Aches and Pain,"Head, Severe",0,1,0
Blood,Lymphoma,Gazyva,Aches and Pain,Heart,1,0,0
Blood,Lymphoma,Gazyva,Aches and Pain,Joint,1,0,0
Blood,Lymphoma,Gazyva,Aches and Pain,Mouth,0,1,0
Blood,Lymphoma,Gazyva,Aches and Pain,"Muscle, Dull",1,0,0
Blood,Lymphoma,Gazyva,Aches and Pain,"Muscle, Sharp",1,0,0
Blood,Lymphoma,Gazyva,Aches and Pain,Sinus,0,1,0
Blood,Lymphoma,Gazyva,Aches and Pain,Urination,0,1,0
Blood,Lymphoma,Gazyva,Bleeding,Stools,0,1,0
Blood,Lymphoma,Gazyva,Bleeding,Unusual,0,1,0
Blood,Lymphoma,Gazyva,Bleeding,Urine,0,1,0
Blood,Lymphoma,Gazyva,Breathing Problems,Closing up of throat,0,0,1
Blood,Lymphoma,Gazyva,Breathing Problems,Shortness of breath,1,0,0
Blood,Lymphoma,Gazyva,Breathing Problems,Wheezing (breathing out),0,0,1
Blood,Lymphoma,Gazyva,Bruising,Easily,0,1,0
Blood,Lymphoma,Gazyva,Cough,General,0,1,0
Blood,Lymphoma,Gazyva,Cramps,General,1,0,0
Blood,Lymphoma,Gazyva,Difficulty,Breathing in,1,0,0
Blood,Lymphoma,Gazyva,Difficulty,Breathing out,0,0,1
Blood,Lymphoma,Gazyva,Fever,37 degrees Celsius,1,0,0
Blood,Lymphoma,Gazyva,Fever,38 degrees Celsius or higher,0,0,1
Blood,Lymphoma,Gazyva,Flu,"Sore throat, Severe",0,1,0
Blood,Lymphoma,Gazyva,Gastrointestinal Problems,Abdominal pain,0,1,0
Blood,Lymphoma,Gazyva,Gastrointestinal Problems,Diarrhoea,1,4,0
Blood,Lymphoma,Gazyva,Gastrointestinal Problems,Poor appetite,1,0,0
Blood,Lymphoma,Gazyva,Gastrointestinal Problems,Vomiting,0,4,0
Blood,Lymphoma,Gazyva,Heart Problems,Pain,1,0,0
Blood,Lymphoma,Gazyva,Heart Problems,Palpitation,1,0,0
Blood,Lymphoma,Gazyva,Heart Problems,Rapid beating,1,0,0
Blood,Lymphoma,Gazyva,Heart Problems,"Rapid beating, Continuos",0,1,0
Blood,Lymphoma,Gazyva,Infection,"General, Mild",1,0,0
Blood,Lymphoma,Gazyva,Infection,"General, Severe",0,1,0
Blood,Lymphoma,Gazyva,Itching,Anus,0,1,0
Blood,Lymphoma,Gazyva,Itching,Skin,1,0,0
Blood,Lymphoma,Gazyva,Itching,"Skin, Severe",0,0,1
Blood,Lymphoma,Gazyva,Phlegm,Colour change,0,1,0
Blood,Lymphoma,Gazyva,Phlegm,Increased volume,0,1,0
Blood,Lymphoma,Gazyva,Problems with Skin,Blisters,0,0,1
Blood,Lymphoma,Gazyva,Problems with Skin,Blotches,1,0,0
Blood,Lymphoma,Gazyva,Problems with Skin,Itching,1,0,0
Blood,Lymphoma,Gazyva,Problems with Skin,"Itching, Severe",0,0,1
Blood,Lymphoma,Gazyva,Problems with Skin,Pale,1,0,0
Blood,Lymphoma,Gazyva,Problems with Skin,Peeling,0,0,1
Blood,Lymphoma,Gazyva,Problems with Skin,Rash,1,0,0
Blood,Lymphoma,Gazyva,Problems with Skin,Yellowish,0,1,0
Blood,Lymphoma,Gazyva,Problems with Stool,Back,0,1,0
Blood,Lymphoma,Gazyva,Problems with Stool,Blood,0,1,0
Blood,Lymphoma,Gazyva,Problems with Stool,Diarrhoea,1,4,0
Blood,Lymphoma,Gazyva,Problems with Stool,Light coloured,0,1,0
Blood,Lymphoma,Gazyva,Problems with Urine,Blood,0,1,0
Blood,Lymphoma,Gazyva,Problems with Urine,Dark coloured,0,1,0
Blood,Lymphoma,Gazyva,Problems with Urine,Pain,0,1,0
Blood,Lymphoma,Gazyva,Redness,Face,1,0,0
Blood,Lymphoma,Gazyva,Redness,Mouth,0,1,0
Blood,Lymphoma,Gazyva,Redness,Neck,1,0,0
Blood,Lymphoma,Gazyva,Redness,Skin,0,0,1
Blood,Lymphoma,Gazyva,Sores,Ear,0,1,0
Blood,Lymphoma,Gazyva,Sores,"Mouth, Redness",0,1,0
Blood,Lymphoma,Gazyva,Sores,"Mouth, Swelling",0,1,0
Blood,Lymphoma,Gazyva,Sores,"Mouth, Ulcers",0,1,0
Blood,Lymphoma,Gazyva,Sores,Sinus,0,1,0
Blood,Lymphoma,Gazyva,Sores,"Throat, Severe",0,1,0
Blood,Lymphoma,Gazyva,Swelling,Abdomen,1,0,0
Blood,Lymphoma,Gazyva,Swelling,All over body,1,0,0
Blood,Lymphoma,Gazyva,Swelling,Eyelids,1,0,0
Blood,Lymphoma,Gazyva,Swelling,Facial Features,0,0,1
Blood,Lymphoma,Gazyva,Swelling,General,1,0,0
Blood,Lymphoma,Gazyva,Swelling,"General, Severe",0,0,1
Blood,Lymphoma,Gazyva,Swelling,Lips,1,0,0
Blood,Lymphoma,Gazyva,Swelling,Mouth,0,1,0
Blood,Lymphoma,Gazyva,Swelling,Tongue,1,0,0
Blood,Lymphoma,Gazyva,Ulcers,Mouth,0,1,0
Blood,Lymphoma,Gazyva,Unwell,Chills,0,0,1
Blood,Lymphoma,Gazyva,Unwell,"Confusion, Mild",1,0,0
Blood,Lymphoma,Gazyva,Unwell,"Confusion, Severe",0,0,1
Blood,Lymphoma,Gazyva,Unwell,Depression,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Disorientation,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Dizziness,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Faint,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Fatigue,1,0,0
Blood,Lymphoma,Gazyva,Unwell,"Fatigue, Unable to carry-on self-care",0,1,0
Blood,Lymphoma,Gazyva,Unwell,Headache,1,0,0
Blood,Lymphoma,Gazyva,Unwell,"Headache, Severe",0,1,0
Blood,Lymphoma,Gazyva,Unwell,Hoarseness,0,0,1
Blood,Lymphoma,Gazyva,Unwell,Hungry,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Lightheaded,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Not hungry,0,1,0
Blood,Lymphoma,Gazyva,Unwell,Poor appetite,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Shakiness,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Sweatiness,1,0,0
Blood,Lymphoma,Gazyva,Unwell,Tiredness,1,0,0
Blood,Lymphoma,Gazyva,Weakness,General,1,0,0
Blood,Lymphoma,Gazyva,Weakness,Muscle,1,0,0
Blood,Lymphoma,Gazyva,Yellowed,Eyes,0,1,0
Blood,Lymphoma,Gazyva,Yellowed,Skin,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Aches and Pain,Chest,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Aches and Pain,Head,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Aches and Pain,Heart,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Aches and Pain,Urination,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Breathing Problems,Shortness of breath,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Breathing Problems,"Shortness of breath, Severe",0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Bleeding,Urine,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Cough,General,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Cough,Severe,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Difficulty,Breathing in,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Difficulty,"Breathing in, Severe",0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Fever,37 degrees Celsius,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Fever,38 degrees Celsius or higher,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Flu,Runny nose,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Flu,Sore throat,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Flu,Stuffy nose,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Gastrointestinal Problems,Vomiting,0,4,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Heart Problems,Irregular beating,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Heart Problems,Pain,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Infection,General,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Infection,Sinus,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Nausea,Interferes with eating,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Nausea,Mild,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Nausea,Unrelieved with medication,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Problems with Skin,Rash,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Problems with Urine,Blood,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Problems with Urine,Pain,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Redness,General,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Sores,Joint,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Sores,Throat,0,1,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Swelling,Lips,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Swelling,Throat,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Unwell,Chills with high fever,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Unwell,Chills with low fever,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Unwell,Confusion,0,0,1
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Unwell,Headache,1,0,0
Blood,"Lymphoma, non-Hodgkin's",Rituximab,Weakness,General,1,0,0
Brain,Glioblastoma,Avastin,Abnormalities,Hair loss,1,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Abdomen,1,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,"Abdomen, extend to back",0,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Chest,0,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,General,1,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Head,1,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,"Head, Severe",0,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Mouth,0,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Muscle,1,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,One Arm/Leg,0,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Swallowing,0,0,0
Brain,Glioblastoma,Avastin,Ache and Pain,Urination,0,0,0
Brain,Glioblastoma,Avastin,Bleeding,"General, Severe",0,0,0
Brain,Glioblastoma,Avastin,Bleeding,Nose,1,0,0
Brain,Glioblastoma,Avastin,Bleeding,"Nose, Severe",0,0,0
Brain,Glioblastoma,Avastin,Bleeding,Stools,0,0,0
Brain,Glioblastoma,Avastin,Bleeding,Urine,0,0,0
Brain,Glioblastoma,Avastin,Breathing Problems,Shortness of breath,1,0,0
Brain,Glioblastoma,Avastin,Breathing Problems,"Shortness of breath, Severe",0,0,0
Brain,Glioblastoma,Avastin,Bruising,Easily,0,0,0
Brain,Glioblastoma,Avastin,Coughing,With mucus,0,0,0
Brain,Glioblastoma,Avastin,Difficulty,Bowel movement,0,0,0
Brain,Glioblastoma,Avastin,Difficulty,Breathing in,1,0,0
Brain,Glioblastoma,Avastin,Difficulty,"Breathing in, Severe",0,0,0
Brain,Glioblastoma,Avastin,Difficulty,Vision,0,0,0
Brain,Glioblastoma,Avastin,Discharge,Anus,0,0,0
Brain,Glioblastoma,Avastin,Fever,38 degrees Celsius or higher,0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Abdominal pain,0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Constipation,1,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Constipation unrelieved by laxative use,0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Diarrhoea,1,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Dry mouth,0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Mouth sores,1,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,"Mouth sores, Redness",0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,"Mouth sores, Swelling",0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,"Mouth sores, Ulcers",0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Pain on swallowing,0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Poor appetite,1,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Thirst,0,0,0
Brain,Glioblastoma,Avastin,Gastrointestinal Problems,Vomiting,1,0,0
Brain,Glioblastoma,Avastin,Heart Problems,Irregular beating,0,0,0
Brain,Glioblastoma,Avastin,Heart Problems,Rapid beating,0,0,0
Brain,Glioblastoma,Avastin,Infection,General,0,0,0
Brain,Glioblastoma,Avastin,Infection,Upper Respiratory,1,0,0
Brain,Glioblastoma,Avastin,Irritation,Anus,0,0,0
Brain,Glioblastoma,Avastin,Nausea,Interferes with eating,0,0,0
Brain,Glioblastoma,Avastin,Nausea,Mild,1,0,0
Brain,Glioblastoma,Avastin,Nausea,Unrelieved with medication,0,0,0
Brain,Glioblastoma,Avastin,Phlegm,Foamy,0,0,0
Brain,Glioblastoma,Avastin,Phlegm,Pink,0,0,0
Brain,Glioblastoma,Avastin,Phlegm,White,0,0,0
Brain,Glioblastoma,Avastin,Pounding,Chest,0,0,0
Brain,Glioblastoma,Avastin,Pounding,Ears,0,0,0
Brain,Glioblastoma,Avastin,Pounding,Neck,0,0,0
Brain,Glioblastoma,Avastin,Problems with Skin,Rash,0,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Anal discharge,0,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Black,0,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Blood,0,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Constipation,1,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Constipation unrelieved by laxative use,0,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Diarrhoea,1,0,0
Brain,Glioblastoma,Avastin,Problems with Stool,Pus,0,0,0
